,,,,,,,,Assembled dimensions,,,Total Weight,Number of boxes,Box 1,Box 2,Box 3,Box 4,Box 5,Box 6,Box 7,Box 8,Box 9,Box 10,TOTAL,Box 1 information,,,,,Box 2 information,,,,,Box 3 information,,,,,Box 4 information,,,,,Box 5 information,,,,,Box 6 information,,,,,Box 7 information,,,,,Box 8 information,,,,,Box 9 information,,,,,Box 10 information,,,,,Bullet Points,,,,,,Supporting Documents,,,,,,,,Images,,,,,,,,,,,,,,,,,,,,Categories,,,,,,,,,,,,,,,,,,,,,,,,,,,
70276236gxuu,76236gxuu,94035000,Naia,Naia Sideboard 4 Drawers 2 Doors in Concrete and White High Gloss,The Naia collection offers a tribute to timeless furniture design with a modern edge.,Grey and White High Gloss,5713035053983,120.8,90.7,50,63,2,29,34,,,,,,,,,0.131,5713035053969,126.6,51.1,9.9,0.064,5713035053976,94.1,49.1,14.4,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Stylish and contemporary,Easy self assembly ,Made from PEFC Certified sustainable wood,Made in Denmark,https://dl.dropboxusercontent.com/scl/fi/jppaiqo35jgoi0vqvtntb/70276236gxuu_ai.pdf?rlkey=4hw43rd8t1bxz0oz4det4wnoz&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/k8jw4i58tkizja2dtffw3/70276236gxuu_1.jpg?rlkey=og5czowbseyu5haegolc5qe51&dl=0,https://www.dropbox.com/scl/fi/7ikhgyv9y9zynmnohtvyz/70276236gxuu_2.jpg?rlkey=jb8ohnolsrz8ii1f9w9itbqc1&dl=0,https://www.dropbox.com/scl/fi/6jzdtodimwggiovjvgh0y/70276236gxuu_3.jpg?rlkey=52mu7t6z3296biapmvaf992td&dl=0,https://www.dropbox.com/scl/fi/6rx3wjz0wuruwtxf6vewr/70276236gxuu_4.jpg?rlkey=65b6nv2d3kks2ker2r0juqsiy&dl=0,https://www.dropbox.com/scl/fi/helc7j9xqiat336kic1sv/70276236gxuu_5.jpg?rlkey=x0m9i68wyn96w7zyafisaxxv6&dl=0,https://www.dropbox.com/scl/fi/bhfrth80riaw3xir7h6m2/70276236gxuu_6.jpg?rlkey=172nhxb941d6s640k0tg05em0&dl=0,https://www.dropbox.com/scl/fi/7h4qegkxmebaoht37qgxu/70276236gxuu_7.jpg?rlkey=1dx1sluj3tdb0vg1n3tzlz80p&dl=0,https://www.dropbox.com/scl/fi/ptalr2lihrfgq2lhvdayo/70276236gxuu_8.jpg?rlkey=my616tp26v8thuy2e697a9jxm&dl=0,https://www.dropbox.com/scl/fi/tp260cbzt2k9kvg58m5m2/70276236gxuu_9.jpg?rlkey=oe69rdi90hphtamnyusj5fick&dl=0,https://www.dropbox.com/scl/fi/lng92jodu8q1alic2mfli/70276236gxuu_10.jpg?rlkey=qh4fnb0tzl347wrb481vlqenj&dl=0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
70276236hl,76236hl,94035000,Naia,Naia Sideboard  4 Drawers 2 Doors in Jackson Hickory Oak,"The Naia bedroom collection offers a tribute to timeless furniture design with a modern edge. With storage available in a good range of configurations, Naia can easily fit into your interior and provide the space you need for clothes and more. Also featuring a selection of sideboards for the lounge & dining room you can continue the same style throughout the home. Available in your choice of four different colourways: Oak, bold matte black, high-impact glossy white or concrete with white high gloss fronts to create the space you desire!",Oak,5713035073899,120.8,90.7,50,60.9,2,28.6,34.0,,,,,,,,,0.131,5713035073875,126.6,51.1,9.9,0.064,5713035073882,94.1,49.1,14.4,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and contemporary,Easy gliding drawer runners,Adjustable hinges on all doors,Made in Denmark,,https://dl.dropboxusercontent.com/scl/fi/gi7afpsxmygnd941nehng/70276236hl_ai.pdf?rlkey=z3vbhacfdujjnsr2nuymhbv3n&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/qt2kwzfom9dykh3v0twq9/70276236hl_1.jpg?rlkey=k1wu73m8vl1e6gb1x37geazrk&dl=0,https://www.dropbox.com/scl/fi/t4wqgni7a2k8mb8ewzn9y/70276236hl_2.jpg?rlkey=422qslr26zg7ugwch9mm4por1&dl=0,https://www.dropbox.com/scl/fi/ik9cf6ev462pamxtfeukv/70276236hl_3.jpg?rlkey=t7w8qjcfuifh6gf4m4kx3hu01&dl=0,https://www.dropbox.com/scl/fi/wiw935hel0vkgr347v0v5/70276236hl_4.jpg?rlkey=aqnk3uv8q7zixksn6hhrveejx&dl=0,https://www.dropbox.com/scl/fi/204hqjdwou22klwq1r2ew/70276236hl_5.jpg?rlkey=afuv9zq7pz7jlth3eetpnjx5h&dl=0,https://www.dropbox.com/scl/fi/24cakszxfg5ec4m2fv4ne/70276236hl_6.jpg?rlkey=o8t5lkk5wntnaovhyp7mv307w&dl=0,https://www.dropbox.com/scl/fi/5z5zwjkhu5vr6h1z78ghq/70276236hl_7.jpg?rlkey=6rrqlwn2k2mdubwdawopz02ub&dl=0,https://www.dropbox.com/scl/fi/33o3n59t5mtmtethwmr3g/70276236hl_8.jpg?rlkey=jpebcmnchqkmro5qk5k37yno6&dl=0,https://www.dropbox.com/scl/fi/hu2i9dkpdh94tupuozkaj/70276236hl_9.jpg?rlkey=e78wx0mdgextopym6jkw858iw&dl=0,https://www.dropbox.com/scl/fi/m2d400ocl6nxbb15kv2i3/70276236hl_10.jpg?rlkey=8djrvp5o3l6ovjib0ip9na5yt&dl=0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
70276236uu,76236uu,94035000,Naia,Naia Sideboard - 4 Drawers 2 Doors in White High Gloss,The Naia collection offers a tribute to timeless furniture design with a modern edge.,White High Gloss,5060653082032,120.8,90.7,50,62.6,2,28.6,34.0,,,,,,,,,0.131,5706887996867,126.6,51.1,9.9,0.064,5706887996874,94.1,49.1,14.4,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High gloss fronts,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Adjustable hinges on all doors,Made from PEFC Certified sustainable wood,Made in Denmark,https://dl.dropboxusercontent.com/scl/fi/62tszz16sqsuhhjdpifd0/70276236uu_ai.pdf?rlkey=4sx78vdpi3io8icfus179ni6z&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/zrdpifwtlh5rbophxd3ox/70276236uu_1.jpg?rlkey=gqfnxjetdb01661eulsbeo2do&dl=0,https://www.dropbox.com/scl/fi/879gk31bvpdy1trw6h8gq/70276236uu_2.jpg?rlkey=d2hx782bji4bmwgynpo0ggt3w&dl=0,https://www.dropbox.com/scl/fi/pn3zv8i3rthjbk2dilfou/70276236uu_3.jpg?rlkey=qlwngzituh4w9bbp9ilaj0bi4&dl=0,https://www.dropbox.com/scl/fi/xgmqxp7i6otohyelhqdqz/70276236uu_4.jpg?rlkey=njhxtjnxzbk7jien1c5azorn5&dl=0,https://www.dropbox.com/scl/fi/lxeak42x0208ry47w839n/70276236uu_5.jpg?rlkey=rgb79aom80s8faedsqkmvyq8o&dl=0,https://www.dropbox.com/scl/fi/9civuh7a0madyp1ynszqu/70276236uu_6.jpg?rlkey=ypdhoxms17rr60i1g2fvzr5aw&dl=0,https://www.dropbox.com/scl/fi/t5v4jetc784g6isv2dmys/70276236uu_7.jpg?rlkey=xuj4jihu1a0t6m85j3ay8djpy&dl=0,https://www.dropbox.com/scl/fi/406y17qp1bk50987ascxv/70276236uu_8.jpg?rlkey=x85xxtfntccn267hg7idkjte3&dl=0,https://www.dropbox.com/scl/fi/rfgpvfg3k9c7jrw3uqmro/70276236uu_9.jpg?rlkey=vnesxlme305nrnqtlgtlecrb0&dl=0,https://www.dropbox.com/scl/fi/29dx0t9femdhpxpoma68m/70276236uu_10.jpg?rlkey=jrsvgtaqabnh787afis23bzbq&dl=0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
70276237gxuu,76237gxuu,94035000,Naia,Naia Bedside 3 Drawers in Concrete and White High Gloss,The Naia collection offers a tribute to timeless furniture design with a modern edge.,Grey and White High Gloss,5713035053990,40.4,70.1,50,19,1,19,,,,,,,,,,0.039,5713035053990,73.5,49.2,10.8,0.039,, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Stylish and contemporary,Easy self assembly ,Made from PEFC Certified sustainable wood,Made in Denmark,https://dl.dropboxusercontent.com/scl/fi/ifzcqi2mv5srj1bcigmqe/70276237gxuu_ai.pdf?rlkey=xclezdrh9thfp9gupkfaiqvfw&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/snlzrukxji4uuazvuhset/70276237gxuu_1.jpg?rlkey=9oiscxu7xg4nxkbok7g5h6xnt&dl=0,https://www.dropbox.com/scl/fi/svvyw0fg9486w9hf9epgz/70276237gxuu_2.jpg?rlkey=sxdvh5jbr6edd8gwog7n6v981&dl=0,https://www.dropbox.com/scl/fi/5wohq2apb1v9fs0by86zd/70276237gxuu_3.jpg?rlkey=m3k4ukgp2klley8lw429jghsj&dl=0,https://www.dropbox.com/scl/fi/2fo7cfxbq8x5v6xt497li/70276237gxuu_4.jpg?rlkey=ump4oukf3joe42y9g5jlgdalr&dl=0,https://www.dropbox.com/scl/fi/d0rhw6wwh3grnf47b85q3/70276237gxuu_5.jpg?rlkey=1tqz3ja7us014lkmvrsegg2fm&dl=0,https://www.dropbox.com/scl/fi/k9rmze0id0rgh3kmj7vft/70276237gxuu_6.jpg?rlkey=w5f35itit0ayzn0aut7f5a9d8&dl=0,https://www.dropbox.com/scl/fi/c6jyz19bmen11e4v69pgf/70276237gxuu_7.jpg?rlkey=g6zep4wo38eimpcztzjaovwfe&dl=0,https://www.dropbox.com/scl/fi/prcs33zottmzukhmb19mn/70276237gxuu_8.jpg?rlkey=9st8tuzgmnrwdyk8x51nva9ny&dl=0,https://www.dropbox.com/scl/fi/m73mh5t9nllkn6zsb5jx2/70276237gxuu_9.jpg?rlkey=1bz64ilver2wlvgvxygod7i01&dl=0,https://www.dropbox.com/scl/fi/uc8fchbrku8ou2e5mnskk/70276237gxuu_10.jpg?rlkey=05t6uwteegwfhdtppd24h60fp&dl=0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,
70276237hl,76237hl,94035000,Naia,Naia Bedside 3 Drawers in Jackson Hickory Oak,"The Naia bedroom collection offers a tribute to timeless furniture design with a modern edge. With storage available in a good range of configurations, Naia can easily fit into your interior and provide the space you need for clothes and more. Also featuring a selection of sideboards for the lounge & dining room you can continue the same style throughout the home. Available in your choice of four different colourways: Oak, bold matte black, high-impact glossy white or concrete with white high gloss fronts to create the space you desire!",Oak,5713035073905,40.4,70.1,50,18.4,1,18.9,,,,,,,,,,0.040,5713035073905,73.5,49.2,10.8,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Stylish and contemporary,Easy self assembly,Made in Denmark,,https://dl.dropboxusercontent.com/scl/fi/m84olvrmgmgtmnni2lx83/70276237hl_ai.pdf?rlkey=76fm6pskf22d5n6ykj09jndxl&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/v3kbibscwzjgv2al1wlhr/70276237hl_1.jpg?rlkey=xdepk99ntyopgf96zfv6ryqkq&dl=0,https://www.dropbox.com/scl/fi/hch82c1luw5mfu2xkdfdb/70276237hl_2.jpg?rlkey=urfhsg1rurydf75dacgdx223c&dl=0,https://www.dropbox.com/scl/fi/o2mdbh5lmp4g3v4k6i2tn/70276237hl_3.jpg?rlkey=ljcb3a9oysp23w5cy7hopbpby&dl=0,https://www.dropbox.com/scl/fi/yjzxnvuktbrx9o5ldkqqj/70276237hl_4.jpg?rlkey=fy27x6y3hmeppneplahsoa9i8&dl=0,https://www.dropbox.com/scl/fi/bga6y1pngupjji2ht9n78/70276237hl_5.jpg?rlkey=z5vmivsz9lks8a8ldysoplu47&dl=0,https://www.dropbox.com/scl/fi/xkbflfr7cq51ckpovncfx/70276237hl_6.jpg?rlkey=0128oomgzujcxektkov3e2gzz&dl=0,https://www.dropbox.com/scl/fi/12tara5ksichkwi2x8t9n/70276237hl_7.jpg?rlkey=u7qj6d4qxcsjokwxz09wsqfdn&dl=0,https://www.dropbox.com/scl/fi/extdc0zlww8cuewkpw8ga/70276237hl_8.jpg?rlkey=qs2v5w6f547z6xasdia0w4sgs&dl=0,https://www.dropbox.com/scl/fi/s0gepibri4c7le36vitvj/70276237hl_9.jpg?rlkey=k26spmedkswizoqxa45h1m2lt&dl=0,https://www.dropbox.com/scl/fi/mm3y4x4t6yy3p50ob3tr9/70276237hl_10.jpg?rlkey=63g73zeuyxtqbv9qzvlxgwt6v&dl=0,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,
70276237uu,76237uu,94035000,Naia,Naia Bedside 3 Drawers in White High Gloss,The Naia collection offers a tribute to timeless furniture design with a modern edge.,White High Gloss,5060653082049,40.4,70.1,50,18.9,1,18.9,,,,,,,,,,0.039,5706887996898,73.5,49.2,10.8,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High gloss fronts,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Easy self assembly ,Made from PEFC Certified sustainable wood,Made in Denmark,https://dl.dropboxusercontent.com/scl/fi/xevfzygilv3yin53w2ldu/70276237uu_ai.pdf?rlkey=vj1dal7ni4cgqsngkcavkxc3a&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/j83uu7phd4y4rp5av9on8/70276237uu_1.jpg?rlkey=fnip86fjepekp2pjoawq9zw7r&dl=0,https://www.dropbox.com/scl/fi/yz52dwmcgm8ntpvo0g085/70276237uu_2.jpg?rlkey=rucwlpngqpgxizhgivdyhvqzt&dl=0,https://www.dropbox.com/scl/fi/gatuql98xdmy0kuofrdau/70276237uu_3.jpg?rlkey=tqf44yodd7qninhisee85uwm2&dl=0,https://www.dropbox.com/scl/fi/u5rjs9zqnxa8997k5x46f/70276237uu_4.jpg?rlkey=y9i357ae62vz0fedyz18iz08w&dl=0,https://www.dropbox.com/scl/fi/zqwvib8igf57yv3n0shd5/70276237uu_5.jpg?rlkey=eg0h99uw48oudltwqql52l7lr&dl=0,https://www.dropbox.com/scl/fi/g6kx6rbyauhfkyhz77a0c/70276237uu_6.jpg?rlkey=4b60o8l9161yz4sgx03bre9u9&dl=0,https://www.dropbox.com/scl/fi/nkkzrj7131o4n84402fgl/70276237uu_7.jpg?rlkey=920ajvis2qzdvnhfeywn7jhl0&dl=0,https://www.dropbox.com/scl/fi/jxr304xi6fh3f8379w2gv/70276237uu_8.jpg?rlkey=l44rofnwjhqrxzv7b4d4y1hyj&dl=0,https://www.dropbox.com/scl/fi/e7x19yt9w2z2i1b2hj81g/70276237uu_9.jpg?rlkey=9nqewed7c7uk4nf5md87hdsl0&dl=0,https://www.dropbox.com/scl/fi/05cob4ffnmbdqz7y3v1bv/70276237uu_10.jpg?rlkey=pmws47y9hscsceuhzft8prb3u&dl=0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,
70276238gxuu,76238gxuu,94035000,Naia,Naia Bedside 1 Drawer 1 Shelf in Concrete and White High Gloss,The Naia collection offers a tribute to timeless furniture design with a modern edge.,Grey and White High Gloss,5713035054003,40.4,49.5,40,11,1,11,,,,,,,,,,0.020,5713035054003,52.9,41.3,10.6,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Stylish and contemporary,Easy self assembly ,Made from PEFC Certified sustainable wood,Made in Denmark,https://dl.dropboxusercontent.com/scl/fi/yoj01pn88z7jp4cashyam/70276238gxuu_ai.pdf?rlkey=yq4pt8xn32fbpdk0dvhcgzwhj&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/cuz2269s8qa3sej4tkkpp/70276238gxuu_1.jpg?rlkey=jil3utuk61ep1khx5yruk9inx&dl=0,https://www.dropbox.com/scl/fi/opms3c3za1jf8ui9qi4uk/70276238gxuu_2.jpg?rlkey=adc7rqfkgqjwag7d7uv7ctkvy&dl=0,https://www.dropbox.com/scl/fi/ejdfjoz7tdpaj2cdhkd5c/70276238gxuu_3.jpg?rlkey=bqs6k7rxy49v6a45gnoa2w47k&dl=0,https://www.dropbox.com/scl/fi/98lspwpmla3qveco6mvp9/70276238gxuu_4.jpg?rlkey=mg2oqpggikxdatp7eeymmehf4&dl=0,https://www.dropbox.com/scl/fi/n8k24qni4jajcrjo9qion/70276238gxuu_5.jpg?rlkey=30e9l0k9ff5gbsor63ok0dnhm&dl=0,https://www.dropbox.com/scl/fi/y8qx3sd1tcomvh8bs7nzp/70276238gxuu_6.jpg?rlkey=icbwkoqy0p2mdmip7rzeaadyv&dl=0,https://www.dropbox.com/scl/fi/nphfhy4mbxr6cy5ejlmw3/70276238gxuu_7.jpg?rlkey=yjzpkce0qgjhk16yb1lgelyk8&dl=0,https://www.dropbox.com/scl/fi/nst5ke9pk5udkonmhwzco/70276238gxuu_8.jpg?rlkey=1hvz9hqpx0ccxk4c6iiis0j3n&dl=0,https://www.dropbox.com/scl/fi/dzlz2z8fek64y9r0i5e3w/70276238gxuu_9.jpg?rlkey=isnuigrs3186mpkxuv2cabhdq&dl=0,https://www.dropbox.com/scl/fi/fjd8emyvnrnq9n68pbus6/70276238gxuu_10.jpg?rlkey=n6qljqffudi7vshlnunqb1eti&dl=0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,
70276238hlhl,76238hl,94035000,Naia,Naia Bedside 1 Drawer 1 Shelf in Jackson Hickory Oak,"The Naia bedroom collection offers a tribute to timeless furniture design with a modern edge. With storage available in a good range of configurations, Naia can easily fit into your interior and provide the space you need for clothes and more. Also featuring a selection of sideboards for the lounge & dining room you can continue the same style throughout the home. Available in your choice of four different colourways: Oak, bold matte black, high-impact glossy white or concrete with white high gloss fronts to create the space you desire!",Oak,5713035073943,40.4,49.5,40,10.4,1,10.8,,,,,,,,,,0.020,5713035073943,52.9,41.3,10.6,0.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Stylish and contemporary,Easy self assembly,Made in Denmark,,https://dl.dropboxusercontent.com/scl/fi/833xpc0mehfkxot0znpyd/70276238hlhl_ai.pdf?rlkey=3esdmi2w9j7pogylatlyqx38h&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/vvsl0mii6d76xthf990kk/70276238hlhl_1.jpg?rlkey=zt1x4z6xupecz2dddit72jnft&dl=0,https://www.dropbox.com/scl/fi/uru42mspo2fc9ob4owtmi/70276238hlhl_2.jpg?rlkey=qw9glina43b0rja6uqu2t7tra&dl=0,https://www.dropbox.com/scl/fi/r4xjaty43bd2ldansa53x/70276238hlhl_3.jpg?rlkey=mywd5f2l7t1nmwq5n9mfu55xy&dl=0,https://www.dropbox.com/scl/fi/v6sgp6hhz4oiyhzt0kcpp/70276238hlhl_4.jpg?rlkey=oeoaozv3v7c92o4rg1mxk1qqp&dl=0,https://www.dropbox.com/scl/fi/9iu1rp31a6l25x3cn2dyj/70276238hlhl_5.jpg?rlkey=ow0r978rr7xx35dmam4z5fqz5&dl=0,https://www.dropbox.com/scl/fi/tztvqg24dsita6q4axsc1/70276238hlhl_6.jpg?rlkey=n33nbiebx8hrzbh59rp4fnrn0&dl=0,https://www.dropbox.com/scl/fi/5t16qfzb9ut32r1ebluih/70276238hlhl_7.jpg?rlkey=6xitcx8o1eeqxznius3pg7ci7&dl=0,https://www.dropbox.com/scl/fi/5kx8ucojd6t3t6pxtlcrp/70276238hlhl_8.jpg?rlkey=41ztftei5jgutnx2c01r0qrkp&dl=0,https://www.dropbox.com/scl/fi/nnmcvjetigoo0irapc0yr/70276238hlhl_9.jpg?rlkey=eqlp16268qdi28rjlt09b1kc1&dl=0,https://www.dropbox.com/scl/fi/q78bneft6j92f4u49b6ia/70276238hlhl_10.jpg?rlkey=w6tjx2xpn8r578w3euhusjtxq&dl=0,https://www.dropbox.com/scl/fi/f046ocg779kywa4csutuc/70276238hlhl_11.jpg?rlkey=k5dtsc7rlnzbfxmjz7g2nx0hz&dl=0,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,
70276238uu,76238uu,94035000,Naia,Naia Bedside 1 Drawer 1 Shelf in White High Gloss,The Naia collection offers a tribute to timeless furniture design with a modern edge.,White High Gloss,5060653082056,40.4,49.5,40,10.8,1,10.8,,,,,,,,,,0.023,5706887996904,52.9,41.3,10.6,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High gloss fronts,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Easy gliding drawer runners,Easy self assembly ,Made from PEFC Certified sustainable wood,Made in Denmark,https://dl.dropboxusercontent.com/scl/fi/3m9kuv6w9795mnklx32p1/70276238uu_ai.pdf?rlkey=4ku6rp3iysm79psoyncfoyrcd&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/t10o0debmtf0hzjpg62gj/70276238uu_1.jpg?rlkey=kj0ehffz809chw7iud4zi1j7r&dl=0,https://www.dropbox.com/scl/fi/mx2hhckxzblyfmdm7w3ti/70276238uu_2.jpg?rlkey=p5v7n2kzawpbew9p67wl73nuv&dl=0,https://www.dropbox.com/scl/fi/0wo58j5s96m9vyvpfua4p/70276238uu_3.jpg?rlkey=9chici1jndg38h57y4vvmicgt&dl=0,https://www.dropbox.com/scl/fi/lskuxrdag7mfsr4r9r3z4/70276238uu_4.jpg?rlkey=0kqajhbsiv65e1edpm0e7hefz&dl=0,https://www.dropbox.com/scl/fi/6tu16sn1zqv371fncolef/70276238uu_5.jpg?rlkey=z67ski50khbnbj1f5mw871xmd&dl=0,https://www.dropbox.com/scl/fi/fsc26okpppb0lm5eot4mf/70276238uu_6.jpg?rlkey=ig4sd84wcevu5025xzeks4qof&dl=0,https://www.dropbox.com/scl/fi/2rm33hct3qgceh7h8wlsz/70276238uu_7.jpg?rlkey=5lc0ybax7v78zeh08lspcvrz3&dl=0,https://www.dropbox.com/scl/fi/maoutgr3txajbikgi0j2t/70276238uu_8.jpg?rlkey=5uk4aqawt79dpfw6vchwqtyzp&dl=0,https://www.dropbox.com/scl/fi/mqmwudn6d01flecmebn9n/70276238uu_9.jpg?rlkey=xdjf13cvtmb0obvs41myu2yrm&dl=0,https://www.dropbox.com/scl/fi/sjlhyhln6sh1ywqtgt4dr/70276238uu_10.jpg?rlkey=2o73dmyvys0vw1lnrxzynrq8w&dl=0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,
70276242uu,76242uu,94035000,Naia,Naia Set of 2 Underbed Drawers (for Single or Double Beds) in White High Gloss,"The Naia collection offers a tribute to timeless furniture design with a modern edge. Sold as a set of two, this pair of underbed storage drawers offers an easy way to de-clutter your bedroom and make good use of the space beneath your bed frame. Designed to fit underneath Naia bed frames in standard UK sizes (3ft Single or 4ft6 Double).",White High Gloss,5060653084906,94,17.8,66.5,14.8,1,14.8,,,,,,,,,,0.037,5706887997000,100,65.4,5.7,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A pair of underbed storage drawers, designed for UK single or UK double beds in the Naia collection",Made with PEFC certified sustainable wood,"Laminated board resistant to scratches, moisture and high temperatures",Made in Denmark with high quality fixtures and fittings,,,https://dl.dropboxusercontent.com/scl/fi/8i69larj0nnraejqi6stv/70276242uu_ai.pdf?rlkey=ihng58r6xwdfhjdpru5ym7wp0&dl=0,,,,,,,,https://www.dropbox.com/scl/fi/e85pak4f1whre63nwd7i1/70276242uu_1.jpg?rlkey=goh1zea8siyqrezac4jv9bli3&dl=0,https://www.dropbox.com/scl/fi/nzen5uh5xk3seqn5gnkvy/70276242uu_2.jpg?rlkey=uowy6go3lr5urwq5bjgcl6xhm&dl=0,https://www.dropbox.com/scl/fi/j13qxobomrq2dxjp897c0/70276242uu_3.jpg?rlkey=qe5vlr1dcggr7dgn146x3m3vi&dl=0,https://www.dropbox.com/scl/fi/57gqw8v31xohy1lj6lzjp/70276242uu_4.jpg?rlkey=gyxz6wi1vot53z21sxtpr48l0&dl=0,https://www.dropbox.com/scl/fi/yaczfhn8eekies64t1xxi/70276242uu_5.jpg?rlkey=2rjv4urtuglv05fxwv79u2q78&dl=0,https://www.dropbox.com/scl/fi/f77247uh6do9lrj5f1f83/70276242uu_6.jpg?rlkey=0lwkzv4hf5hfzspihust9jsqj&dl=0,https://www.dropbox.com/scl/fi/mc1sk2dmas5qnzibbbicq/70276242uu_7.jpg?rlkey=14gepibp4viwuh3c1iuj1yii7&dl=0,https://www.dropbox.com/scl/fi/fdwm9ddb4vkt7vjjew8za/70276242uu_8.jpg?rlkey=1blxodnjnqubyejmxlmua338x&dl=0,https://www.dropbox.com/scl/fi/sdit1cb7oi1ntfjp8e9v6/70276242uu_9.jpg?rlkey=m2rm245ccfu5owaquo0l57xt5&dl=0,https://www.dropbox.com/scl/fi/wdoqr8r1qy0kyj86ubu9l/70276242uu_10.jpg?rlkey=09bmeomsg0qclm674ocd70nu0&dl=0,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
